X16S_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
merged_16S_9248	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillales	Lactobacillales	
merged_16S_6405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
merged_16S_3339	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
merged_16S_770	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	
merged_16S_7033	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellales	Legionellales	
merged_16S_4457	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
merged_16S_165	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiellaceae	
merged_16S_17185	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	
merged_16S_310	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	
merged_16S_19528	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Prolixibacteraceae	
merged_16S_15305	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliales	Marinilabiliales	
merged_16S_19696	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum	
merged_16S_4061	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Geofilum	
merged_16S_13427	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	
merged_16S_4778	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
merged_16S_18972	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriales	Methanobacteriales	
merged_16S_13246	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	
merged_16S_6649	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	
merged_16S_8989	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcaceae	
merged_16S_217	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	
merged_16S_3167	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccales	Methanomassiliicoccales	
merged_16S_6621	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobia	
merged_16S_9191	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea	
merged_16S_3425	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	
merged_16S_7393	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus	
merged_16S_5272	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix	
merged_16S_16699	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinales	Methanosarcinales	
merged_16S_11891	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	
merged_16S_13414	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae	Methylohalobius	
merged_16S_18462	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcales	Methylococcales	
merged_16S_3723	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	
merged_16S_723	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus	
merged_16S_13139	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcales	Micrococcales	
merged_16S_5894	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	
merged_16S_517	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	
merged_16S_12457	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina	
merged_16S_404	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	
merged_16S_601	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	
merged_16S_287	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	
merged_16S_15864	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	
merged_16S_19444	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	
merged_16S_45	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
merged_16S_640	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	
merged_16S_463	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsaceae	
merged_16S_1945	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
merged_16S_9432	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
merged_16S_4891	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	
merged_16S_691	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangiaceae	
merged_16S_14915	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	
merged_16S_575	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales	Myxococcales	
merged_16S_2303	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	
merged_16S_2067	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	
merged_16S_1067	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangiaceae	
merged_16S_2231	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	
merged_16S_1090	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurellaceae	
merged_16S_17444	Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	
merged_16S_14606	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	
merged_16S_18324	Bacteria	Firmicutes	Negativicutes	Negativicutes	Negativicutes	Negativicutes	
merged_16S_16038	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriales	Neisseriales	
merged_16S_318	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	
merged_16S_5428	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacteriaceae	
merged_16S_261	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Povalibacter	
merged_16S_3637	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiales	Nevskiales	
merged_16S_5835	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	
merged_16S_5066	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptoria	Nitriliruptoria	Nitriliruptoria	
merged_16S_13890	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	
merged_16S_584	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sterolibacteriaceae	
merged_16S_2262	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	
merged_16S_9	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadales	Nitrosomonadales	
merged_16S_2541	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus	
merged_16S_6488	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Ferrigenium	
merged_16S_1155	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosarchaeum	
merged_16S_43	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	
merged_16S_5340	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaeria	Nitrososphaeria	Nitrososphaeria	
merged_16S_13642	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
merged_16S_17104	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospirales	Nitrospirales	
merged_16S_57	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	
merged_16S_1846	Bacteria	Cyanobacteria	Cyanobacteria	Nostocales	Tolypothrichaceae	Tolypothrix	
merged_16S_3954	Bacteria	Cyanobacteria	Cyanobacteria	Nostocales	Nostocaceae	Nostoc	
merged_16S_4247	Bacteria	Cyanobacteria	Cyanobacteria	Nostocales	Aphanizomenonaceae	Dolichospermum	
merged_16S_17046	Bacteria	Cyanobacteria	Cyanobacteria	Nostocales	Scytonemataceae	Brasilonema	
merged_16S_2294	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	
merged_16S_4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
merged_16S_1454	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahellaceae	
merged_16S_8427	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	
merged_16S_6433	Bacteria	Proteobacteria	Oligoflexia	Oligoflexales	Pleurocapsales	Pleurocapsales	
merged_16S_4645	Bacteria	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	
merged_16S_18079	Bacteria	Proteobacteria	Oligoflexia	Oligoflexia	Oligoflexia	Oligoflexia	
merged_16S_1784	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	
merged_16S_6103	Bacteria	Cyanobacteria	Cyanobacteria	Oscillatoriales	Oscillatoriales	Oscillatoriales	
merged_16S_16058	Bacteria	Cyanobacteria	Cyanobacteria	Oscillatoriales	Oscillatoriaceae	Oscillatoria	
merged_16S_72	Bacteria	Cyanobacteria	Cyanobacteria	Oscillatoriales	Microcoleaceae	Microcoleus	
merged_16S_10847	Bacteria	Cyanobacteria	Cyanobacteria	Oscillatoriales	Gomontiellaceae	Hormoscilla	
merged_16S_16410	Bacteria	Cyanobacteria	Cyanobacteria	Oscillatoriales	Cyanothecaceae	Cyanothece	
merged_16S_2885	Bacteria	Cyanobacteria	Cyanobacteria	Oscillatoriales	Coleofasciculaceae	Coleofasciculus	
merged_16S_19348	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Waddliaceae	Waddliaceae	
merged_16S_453	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Rhabdochlamydiaceae	Rhabdochlamydiaceae	
merged_16S_8874	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiales	Parachlamydiales	
merged_16S_5626	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydiaceae	
merged_16S_1727	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	
merged_16S_2213	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
merged_16S_5809	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae	Phycisphaerae	Phycisphaerae	
merged_16S_1082	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales	Phycisphaerales	
merged_16S_6934	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	
merged_16S_335	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetaceae	
merged_16S_456	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetales	Nostocoida	
merged_16S_5724	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Isosphaeraceae	
merged_16S_1481	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Gemmata	
merged_16S_1301	Bacteria	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	
merged_16S_590	Bacteria	Planctomycetes	Planctomycetia	Planctomycetia	Planctomycetia	Planctomycetia	
merged_16S_11176	Bacteria	Cyanobacteria	Cyanobacteria	Pleurocapsales	Pleurocapsales	Pleurocapsales	
merged_16S_1915	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	
merged_16S_7284	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriales	Propionibacteriales	
merged_16S_121	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae	
merged_16S_87	Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	
merged_16S_227	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
merged_16S_16079	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadales	
merged_16S_467	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
merged_16S_369	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
merged_16S_3750	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Ruficoccus	
merged_16S_9610	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Salinarimonadaceae	Salinarimonas	
merged_16S_1192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobiaceae	
merged_16S_606	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	
merged_16S_153	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	
merged_16S_4190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	
merged_16S_206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales	Nordella	
merged_16S_307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	
merged_16S_1046	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystaceae	
merged_16S_1907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	
merged_16S_11731	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina	
merged_16S_3250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae	Chelatococcus	
merged_16S_718	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans	
merged_16S_134	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	
merged_16S_2125	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	
merged_16S_512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	
merged_16S_3424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacterales	Rhodobacterales	
merged_16S_16898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonadaceae	
merged_16S_3254	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclales	Rhodocyclales	
merged_16S_13976	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclaceae	
merged_16S_5714	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	
merged_16S_1018	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	
merged_16S_185	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillales	
merged_16S_79	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	
merged_16S_663	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Geminicoccaceae	
merged_16S_371	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Dankookia	
merged_16S_11134	Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubrivirga	
merged_16S_46	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	
merged_16S_5736	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	Rickettsiales	
merged_16S_6268	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae	
merged_16S_266	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	
merged_16S_410	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacteria	Rubrobacteria	Rubrobacteria	
merged_16S_13731	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospirales	Saprospirales	
merged_16S_19540	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Rubidimonas	
merged_16S_3802	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Lewinella	
merged_16S_17043	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Sedimentisphaera	
merged_16S_2563	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	
merged_16S_340	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	
merged_16S_16190	Bacteria	Proteobacteria	Oligoflexia	Silvanigrellales	Silvanigrellales	Silvanigrellales	
merged_16S_18956	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiellaceae	
merged_16S_715	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacterales	Solirubrobacterales	
merged_16S_377	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
merged_16S_5333	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	
merged_16S_659	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter	
merged_16S_471	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	
merged_16S_948	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteria	Spartobacteria	Spartobacteria	
merged_16S_156	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	
merged_16S_455	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales	Sphingobacteriales	
merged_16S_223	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
merged_16S_5852	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadales	
merged_16S_75	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae	
merged_16S_137	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	
merged_16S_4652	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
merged_16S_3432	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae	Sporichthya	
merged_16S_95	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
merged_16S_9574	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales	Streptosporangiales	
merged_16S_232	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangiaceae	
merged_16S_657	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
merged_16S_15047	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Trichocoleusaceae	Trichocoleus	
merged_16S_18030	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Synechococcales	Synechococcales	
merged_16S_19970	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Schizotrichaceae	Schizothrix	
merged_16S_8978	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena	
merged_16S_7939	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Phormidesmis	
merged_16S_4819	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Oculatellaceae	Oculatella	
merged_16S_5869	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Prochlorotrichaceae	Nodosilinea	
merged_16S_23	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistaceae	
merged_16S_20015	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophorhabdaceae	Syntrophorhabdus	
merged_16S_4720	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacterales	Syntrophobacterales	
merged_16S_1277	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophaceae	
merged_16S_988	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfacinum	
merged_16S_17719	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	
merged_16S_13	Archaea	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota	Cand Nitrosotalea	
merged_16S_639	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	
merged_16S_3950	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales_III	Thermovenabulum	
merged_16S_7383	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales	Thermoanaerobacterales	
merged_16S_14846	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales_IV	Mahella	
merged_16S_1690	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	
merged_16S_18596	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	
merged_16S_11247	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	
merged_16S_7853	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfurimonas	
merged_16S_2362	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriales	Thermodesulfobacteriales	
merged_16S_1980	Bacteria	Chloroflexi	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	
merged_16S_242	Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum	
merged_16S_664	Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilia	Thermoleophilia	Thermoleophilia	
merged_16S_391	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobia	Thermomicrobia	Thermomicrobia	
merged_16S_1372	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	
merged_16S_538	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmata	
merged_16S_1998	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	
merged_16S_18042	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	
merged_16S_2739	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	
merged_16S_1314	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	
merged_16S_7246	Archaea	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	
merged_16S_1020	Bacteria	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	
merged_16S_68	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogales	Thermotogales	
merged_16S_3134	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	
merged_16S_15	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	
merged_16S_10626	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae	
merged_16S_4425	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	
merged_16S_2127	Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellales	Sporanaerobacter	
merged_16S_188	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	
merged_16S_1849	Bacteria	Cand_Melainabacteria	Cand_Melainabacteria	Vampirovibrionales	Vampirovibrionales	Vampirovibrio	
merged_16S_1394	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
merged_16S_10137	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	
merged_16S_7136	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales	Verrucomicrobiales	
merged_16S_345	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobiaceae	
merged_16S_557	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia_SB3	Verrucomicrobia_SB3	
merged_16S_2186	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
merged_16S_58	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacteria	Vicinamibacteraceae	Luteitalea	
merged_16S_2194	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadales	
merged_16S_148	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacteraceae	
merged_16S_264	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
